ID,Age,Gender,LicenceCountry,Yrs DL,Points,NCD,Engine cc,Ins Group,Stored,Car Age,Premium
B86239968,72,F,UK,37,0,0,1400,2,Garage,17,204.16
B23774977,38,F,UK,5,0,2,1200,5,Garage,3,203.29
A1884564,68,M,UK,26,0,1,1600,6,Garage,1,217.4
B85635660,47,M,UK,23,0,1,1400,4,Garage,17,220.19
A73361675,19,F,UK,2,0,4,1200,3,Garage,1,202
A43447059,73,F,UK,38,0,0,1400,6,Garage,11,214.34
A73655868,32,M,UK,13,0,1,1200,5,Garage,8,207.56
B28565593,26,F,UK,7,0,3,1200,4,Garage,6,212.37
B59841040,29,M,UK,12,0,1,1800,3,Garage,4,198.14
A8364657,18,F,UK,1,4,3,1400,3,Garage,5,203.33
B36542018,61,M,UK,21,0,4,1200,6,Garage,4,245.78
B46119073,19,F,UK,1,0,1,1600,5,Garage,8,180.3
A69899378,40,F,UK,3,0,2,1400,3,Road,3,213.57
B90846834,54,M,UK,6,8,0,1200,3,Road,13,239.41
A22391832,80,M,UK,31,0,2,1200,3,Garage,1,219.43
A38828545,47,M,UK,2,0,2,1200,5,Garage,1,200.06
A20933873,47,F,UK,27,4,0,1400,4,Drive,1,216.01
A18109851,69,M,UK,52,0,0,1200,2,Garage,17,209.78
B97464961,52,F,UK,11,0,0,1200,3,Drive,15,202.89
B25591108,34,F,UK,10,0,0,1200,5,Garage,3,187.94
A58439649,77,M,UK,53,4,2,1200,4,Garage,12,249.38
B43908178,19,M,UK,2,0,2,1400,4,Garage,1,190.61
A19951180,67,F,UK,19,0,4,1400,2,Drive,3,235.06
B35145046,75,F,UK,40,4,0,1200,6,Garage,2,220.32
B92071199,61,M,UK,31,0,1,1400,7,Garage,12,228.13
A87855107,80,M,UK,19,0,3,1400,6,Garage,17,248.32
B98702853,51,M,UK,31,0,4,1200,4,Garage,9,246.06
A16619149,67,M,UK,31,4,3,1200,5,Road,3,269.75
B16343552,62,M,UK,26,0,2,1600,5,Garage,2,225.03
B6834291,64,F,UK,1,0,0,1200,4,Garage,8,175.61
A29748643,65,M,UK,15,0,1,1200,5,Drive,2,217.57
B36286067,49,F,UK,6,0,2,1400,5,Garage,16,217.95
B92024227,66,M,UK,35,0,3,1200,5,Garage,19,250.07
A80069153,33,M,UK,14,0,3,1600,3,Garage,3,219.02
B20327237,75,M,UK,38,0,0,1400,5,Drive,14,226.52
B89662800,39,F,UK,13,0,1,1200,3,Garage,3,194.33
B93792393,47,F,UK,28,0,3,1600,4,Garage,2,226.43
B32164002,57,M,UK,8,0,0,1200,3,Garage,3,187.48
A37570711,20,F,UK,3,0,2,1400,4,Garage,5,193.46
A60478298,21,M,UK,2,0,3,1200,4,Garage,1,200.64
B61870910,78,F,UK,23,0,1,1200,6,Garage,4,214.48
B98650129,22,F,UK,3,0,0,1600,3,Garage,1,167.85
B25011937,44,F,UK,26,0,2,1200,2,Garage,13,213.43
B95490483,77,F,UK,50,0,1,1200,5,Garage,16,227.76
B54453067,43,F,UK,26,8,2,1200,4,Road,9,265.96
B63565520,79,F,UK,61,0,2,1400,5,Garage,6,232.32
B85799637,40,F,UK,18,0,4,1200,2,Road,18,253.73
A19186589,56,M,UK,32,0,3,1400,4,Garage,8,237.03
B56776769,60,M,UK,41,0,4,1200,2,Garage,1,233.96
B10966071,25,M,UK,3,8,0,1200,5,Garage,1,204.92
B16407077,57,F,UK,3,0,3,2200,7,Garage,7,223.16
B31888720,52,F,UK,33,0,4,1200,6,Garage,19,256.12
A10735133,20,M,UK,3,0,4,1400,5,Garage,1,217.24
B1422521,68,F,UK,41,0,3,2000,5,Garage,2,236.53
B38830184,53,M,UK,22,0,3,1200,4,Garage,4,229.62
A87259050,23,F,UK,5,0,3,1200,4,Garage,1,204.69
B57535266,44,F,UK,25,4,3,1200,6,Road,9,267.9
B53889794,45,F,UK,14,0,2,1200,2,Road,17,231.86
B93537437,37,F,UK,3,0,3,1400,6,Drive,1,218.59
B77247382,46,F,UK,4,0,1,1600,2,Garage,16,192.65
A53458363,32,M,UK,6,0,0,1200,5,Garage,5,188.97
A56190470,56,M,UK,1,0,2,1600,6,Road,2,220.58
B92397420,74,F,UK,19,0,1,1200,2,Drive,16,215.48
B52288560,67,F,UK,25,0,1,1400,7,Garage,12,223.16
B53263567,28,F,UK,1,0,3,1800,6,Garage,4,203.23
A8267016,29,M,UK,10,0,3,1200,3,Garage,4,214.66
A91179476,23,F,UK,2,0,0,1200,5,Garage,2,171.14
A82888325,55,F,UK,6,0,3,1400,6,Road,4,241.7
A67850469,52,F,UK,35,0,4,1200,2,Garage,14,237.95
A36868105,67,M,UK,13,0,0,1200,5,Garage,7,202.67
B9821349,36,M,UK,10,0,1,1400,6,Road,1,224
A572262,69,F,UK,50,0,0,1400,5,Road,16,237.65
A89613705,60,M,UK,7,0,3,1200,2,Garage,6,213.81
B30310258,28,F,UK,4,0,2,1400,5,Garage,8,203.83
B82086812,62,M,UK,32,0,3,1400,5,Drive,2,244.02
B21129127,65,F,UK,43,4,3,1200,3,Garage,2,240.52
A69667162,33,F,UK,13,0,4,1400,4,Garage,4,228.4
A64413228,52,F,UK,22,0,2,1600,6,Garage,16,231.92
B48666800,75,F,UK,42,0,1,1400,4,Garage,4,214.35
B16521416,52,F,UK,30,0,4,1200,5,Garage,2,239.33
A58248337,53,M,UK,5,0,4,1400,5,Garage,16,241.12
B29167850,79,M,UK,55,4,0,1200,4,Drive,1,229.08
A7258267,68,M,UK,19,0,4,1200,2,Road,11,256.8
B82131238,47,F,UK,27,0,1,1400,5,Road,4,230.05
B41421782,68,F,UK,3,0,4,1400,6,Garage,6,229.46
B33985787,27,F,UK,6,0,1,1800,7,Road,1,216.92
A32284129,43,M,UK,12,0,0,1200,2,Garage,6,185.46
B70995704,61,M,UK,6,0,1,1200,4,Garage,1,197.96
A90898058,60,M,UK,23,0,1,1400,4,Garage,4,211.74
B9915217,24,F,UK,3,0,1,1200,3,Garage,1,177.11
A85822333,62,M,UK,15,0,4,1600,4,Garage,1,236.85
B88234537,31,F,UK,14,0,3,1400,6,Road,1,241.5
A51948833,54,M,UK,2,0,4,1200,5,Road,3,242.77
B16799228,45,M,UK,11,0,3,1400,2,Garage,2,212.7
B78920586,61,M,UK,5,0,0,1400,6,Garage,2,193.47
A76895916,38,M,UK,12,0,4,1400,3,Garage,5,229.85
A9231533,57,M,UK,25,0,2,1200,2,Road,7,234.39
B88762594,63,M,UK,18,0,4,1600,7,Garage,5,249.1
B19067260,24,F,UK,6,0,4,1200,3,Garage,19,227.06
B81901050,37,M,UK,16,0,4,1200,6,Garage,11,245.21
A76406467,37,F,UK,6,0,1,1200,3,Garage,2,186.92
B7079522,38,F,UK,7,0,4,1600,2,Garage,15,224.8
B32664286,77,F,UK,10,8,2,1200,5,Garage,14,249.95
B74336908,74,F,UK,49,0,1,1600,4,Garage,1,213.74
B21888351,26,M,UK,8,0,2,1200,5,Road,15,237.61
A88476190,21,F,UK,1,0,3,1400,5,Garage,3,196.44
B65980756,50,M,UK,6,0,1,1400,6,Road,5,225.74
A74819031,40,F,UK,10,0,4,1200,2,Road,3,237.02
A96794997,67,F,UK,15,4,2,1400,2,Road,3,238.5
B27897423,63,F,UK,23,0,1,1800,5,Garage,12,218.77
A70007391,44,M,UK,23,4,4,1400,2,Road,6,264.95
A2685186,18,M,UK,1,0,1,1400,3,Garage,10,177.99
A24919521,68,M,UK,48,4,0,1200,6,Road,1,244.2
A92004630,27,F,UK,5,0,3,1200,6,Garage,8,216.98
A75655132,41,M,UK,24,0,0,1200,2,Garage,3,188.23
A54864457,73,M,UK,26,0,3,1200,3,Garage,2,228.09
B5748198,57,F,UK,14,0,3,1400,2,Garage,7,216.52
A2545744,46,M,UK,9,0,3,1600,6,Garage,1,225.79
B74563604,26,F,UK,7,0,0,1200,2,Drive,5,180.32
A98727355,78,F,UK,36,0,1,1400,4,Road,1,231.03
B37222607,19,F,UK,1,0,3,1200,4,Garage,7,195.09
A86695200,46,M,UK,6,0,3,1400,4,Garage,9,222.87
A7932125,22,M,UK,3,0,3,1600,5,Road,1,228.67
A63638999,39,F,UK,11,0,2,1400,4,Garage,7,210.8
A88717624,50,M,UK,33,0,4,1400,4,Drive,1,248.77
A54012471,39,M,UK,19,0,0,1400,5,Garage,8,202.94
A1399383,25,M,UK,3,4,2,1600,4,Garage,3,211.65
B55468950,50,M,UK,6,0,2,1200,4,Garage,4,208.76
B65383826,53,M,UK,17,0,4,1200,4,Garage,2,235.96
B27549303,69,F,UK,40,0,0,1400,4,Garage,10,208.09
B51009739,35,F,UK,5,4,3,1200,3,Garage,5,220.75
A22470369,70,F,UK,10,0,4,2000,7,Garage,4,241.56
A18271062,72,F,UK,49,0,4,1400,2,Garage,7,238.41
B2682139,40,F,UK,5,8,3,1400,6,Road,1,261.96
B87112061,53,M,UK,10,0,4,1200,2,Garage,9,228.08
B81404783,37,F,UK,15,0,1,1600,7,Garage,5,209.39
B23607800,61,F,UK,31,0,4,1200,5,Drive,6,252.07
A99042016,54,F,UK,27,0,1,1600,6,Drive,11,227.86
A44815376,64,F,UK,25,0,3,1400,6,Garage,4,234.33
A32013197,41,F,UK,5,0,4,1200,5,Road,17,255.09
A2008792,71,F,UK,21,0,2,1200,4,Road,2,235.99
A37135114,62,F,UK,25,0,2,1200,3,Road,14,242.07
A97116184,72,M,UK,16,0,0,1600,6,Garage,7,208.77
A49727115,41,M,UK,10,4,0,1400,3,Road,2,219.93
B56677003,43,M,UK,21,0,3,1200,6,Garage,10,237.79
B74661867,24,F,UK,2,0,0,1200,6,Garage,2,173.91
A70759303,46,M,UK,24,4,2,1400,4,Road,4,253.29
A66358195,75,M,UK,47,0,4,1400,6,Garage,4,254.65
A82105849,73,M,UK,46,0,1,1400,3,Road,7,237.42
A43979509,66,M,UK,22,0,0,1200,4,Garage,1,198.98
B75062334,68,M,UK,6,0,4,1200,4,Garage,1,228.82
B62530230,40,M,UK,1,0,0,1200,5,Garage,9,179.62
A20259992,70,F,UK,16,0,2,1200,2,Road,15,234.86
A37808324,57,F,UK,3,0,2,1200,3,Garage,8,199.63
B58394467,78,M,UK,24,4,3,1200,5,Garage,1,247.32
A3873008,56,F,UK,17,0,4,1200,3,Road,1,247.77
A19044142,38,F,UK,9,0,4,1200,5,Garage,1,226.39
A7956954,18,M,UK,1,0,1,1200,6,Road,8,204.86
B87377376,29,M,UK,8,0,4,1400,4,Garage,8,230.68
A82552885,39,F,UK,14,0,1,1600,6,Garage,3,205.6
A86833466,39,M,UK,2,0,0,1400,2,Garage,19,181.52
B93839163,43,M,UK,16,0,1,1200,4,Garage,9,209.4
A92695756,79,F,UK,22,0,0,1200,4,Garage,8,202.02
A51185192,50,M,UK,13,0,0,1200,3,Garage,2,189.51
B86850592,78,M,UK,18,0,0,1400,4,Garage,1,199.48
A95900284,54,M,UK,37,0,2,1200,6,Garage,1,226.94
A5987125,73,F,UK,50,0,2,1600,4,Road,8,249.39
A19469769,68,F,UK,39,0,4,1400,5,Garage,1,243.54
B41778152,33,F,UK,11,0,1,1400,6,Road,17,232.87
B3393072,67,F,UK,22,0,4,1200,4,Garage,2,235.9
B27723475,44,F,UK,2,0,0,1400,6,Road,12,207.53
B50466722,41,F,UK,5,0,4,1200,2,Road,2,230.88
A20566274,74,M,UK,45,0,4,1200,4,Garage,7,250.42
A41316938,49,M,UK,3,0,4,1200,3,Drive,6,228.82
A21125010,62,M,UK,27,0,0,1400,6,Garage,13,215.9
B48957795,67,F,UK,2,0,2,1400,5,Garage,16,211.66
B5820347,77,F,UK,32,0,4,1200,3,Garage,8,240.97
B97288383,49,M,UK,22,0,4,1400,3,Road,6,257.53
B72323170,36,F,UK,12,0,2,1200,3,Garage,5,204.65
A94355093,34,M,UK,12,0,1,1600,5,Garage,11,211.24
B22991154,18,F,UK,1,0,1,1200,4,Garage,1,169.86
B16882496,70,M,UK,12,0,4,1200,5,Road,1,257.58
A47943080,53,F,UK,2,4,3,1200,5,Garage,11,228.35
B48433040,78,F,UK,22,0,1,1200,2,Garage,6,201.07
A80742893,78,M,UK,22,0,0,1400,6,Garage,5,209.69
B53358518,39,M,UK,1,0,0,1600,4,Road,3,193.08
A3207848,48,F,UK,23,0,1,1200,5,Drive,1,213.76
B47315098,38,M,UK,4,0,0,1200,6,Garage,1,186.33
B89375704,56,F,UK,27,0,3,1200,4,Garage,19,239.7
A184845,46,M,UK,16,0,3,1200,5,Road,11,254.52
A11623094,27,M,UK,10,0,3,1400,4,Garage,10,223.49
B97399095,78,M,UK,48,0,2,1200,3,Road,1,242.72
A16812877,54,M,UK,16,0,0,1400,3,Garage,4,194.16
A54156014,65,M,UK,5,0,1,1400,3,Drive,5,205.14
B47091490,24,M,UK,6,0,2,1200,6,Drive,5,217.1
A41450443,78,F,UK,16,0,0,1200,3,Garage,9,196.33
A43727558,73,F,UK,50,0,3,1600,3,Garage,7,234.76
B6008492,40,F,UK,4,0,3,1200,3,Garage,3,205.1
B31668206,25,M,UK,2,0,0,1200,2,Garage,6,166.79
B45942114,71,F,UK,8,0,3,1800,3,Garage,11,223.66
A87403693,44,M,UK,15,0,1,1400,3,Garage,1,199.61
B54668778,69,F,UK,13,0,4,1400,2,Garage,1,222.66
A90831415,31,M,UK,8,0,4,1400,5,Road,2,249.39
A7985707,78,M,UK,45,0,3,1800,5,Garage,1,241.04
A32436725,32,M,UK,4,0,4,1400,6,Road,5,248.93
B41570385,50,F,UK,30,0,1,1600,5,Road,15,240.85
A3848370,35,F,UK,10,0,1,1200,2,Garage,1,184.36
B65217383,67,M,UK,14,0,0,1600,4,Road,3,218.52
B39655746,76,M,UK,28,0,3,1400,3,Garage,9,235.37
A77786022,77,M,UK,21,0,3,1200,4,Garage,11,237.84
A92818603,58,M,UK,26,0,0,1400,6,Garage,14,215.86
A90262845,43,F,UK,16,0,2,1400,4,Road,6,233.78
A94147100,54,M,UK,18,0,0,1200,3,Garage,2,192.73
B68577132,80,M,UK,3,0,4,1400,4,Road,1,245.35
B9899159,64,M,UK,11,0,3,1200,4,Road,2,243.99
B58579634,78,M,UK,34,0,2,1400,3,Garage,1,220.73
B35664324,36,M,UK,15,0,4,1600,6,Garage,4,240.31
B64506748,33,F,UK,11,0,0,1400,6,Road,1,210.07
A73840942,27,M,UK,9,0,4,1400,6,Garage,1,230.86
A93343472,53,M,UK,28,0,3,1400,6,Garage,2,236.13
B90260587,52,M,UK,8,0,1,1400,7,Garage,5,210.41
B78907987,32,F,UK,3,0,0,1400,5,Garage,1,177
A73117499,77,M,UK,9,0,2,1200,4,Garage,3,214.66
B14227897,80,M,UK,56,0,0,1400,5,Drive,8,225.34
A42590633,64,F,UK,36,0,4,1200,2,Garage,7,234.23
A42762793,34,F,UK,4,0,3,1200,3,Garage,7,207
A26957206,77,F,UK,4,0,2,1400,7,Garage,1,210.81
A13887629,48,M,UK,26,8,0,1400,4,Garage,1,225.21
B63025035,56,M,UK,38,0,1,1200,4,Garage,1,212.04
A20698842,28,F,UK,6,0,2,2000,6,Garage,15,216.89
A47807694,21,M,UK,1,0,4,1600,4,Garage,1,206.53
A62437528,58,F,UK,38,8,2,1600,5,Road,1,269.4
B7502314,48,F,UK,16,0,3,1200,4,Garage,3,221.48
A21660964,48,F,UK,28,0,1,1400,3,Garage,6,205.3
A44396177,51,M,UK,29,4,1,1400,7,Garage,3,232.29
B26253063,24,F,UK,1,8,3,1400,6,Garage,1,225
A54342829,70,M,UK,25,0,3,1200,3,Garage,16,238.64
B48949557,53,M,UK,19,4,2,1600,3,Garage,7,231.79
B3682395,39,M,UK,4,0,1,1400,5,Drive,2,203.68
A63052588,66,F,UK,35,0,4,1400,4,Drive,1,247.47
A87824816,37,F,UK,20,0,2,1600,7,Road,2,239.29
A11214158,64,F,UK,41,8,0,1400,2,Garage,2,218.71
B61019110,78,M,UK,23,0,0,1200,5,Drive,14,222.05
A87370844,33,F,UK,7,0,1,1200,2,Road,1,201.03
A1791926,38,F,UK,6,0,4,1600,3,Garage,10,224.97
A50406502,80,F,UK,1,0,2,1200,5,Garage,14,205.17
B60261936,77,M,UK,2,0,4,1800,4,Garage,3,224.66
B1936156,20,F,UK,1,0,4,1400,3,Garage,3,199.24
A57001130,52,F,UK,7,0,0,1400,3,Garage,1,180.85
B31898125,65,M,UK,31,0,0,1200,5,Garage,11,212.58
B1594400,63,M,UK,5,8,2,1400,3,Garage,1,230.36
B5299190,47,F,UK,30,0,2,1400,3,Garage,7,216.48
A59115648,78,M,UK,24,0,3,1200,6,Garage,13,246.02
B11333318,76,F,UK,47,0,2,1200,4,Garage,3,223.78
A34168407,40,M,UK,3,0,1,1200,4,Garage,2,189.83
A75145825,29,M,UK,10,8,3,1400,5,Garage,1,246.51
B86143653,34,F,UK,16,0,2,1400,5,Garage,4,213.27
A77905055,68,F,UK,13,0,1,1200,3,Garage,1,197.17
B17047403,47,M,UK,20,0,0,1400,3,Road,12,221.24
B25523516,46,F,UK,24,0,4,1200,2,Garage,7,228.35
A62861028,46,M,UK,28,0,1,1200,2,Road,4,221.18
A75077775,42,M,UK,17,0,3,1200,6,Garage,3,230.31
B92976995,78,M,UK,52,4,1,1200,3,Road,10,253.9
A37855509,50,M,UK,32,0,1,1200,3,Garage,3,207.52
A84612534,24,F,UK,1,0,2,1400,6,Garage,1,188.34
A77349110,41,F,UK,14,0,1,1200,6,Garage,1,202.96
B46757302,67,M,UK,34,0,2,1600,7,Garage,2,232.28
A91761829,18,F,UK,1,0,1,1800,6,Garage,6,181.29
A72492908,52,F,UK,22,0,0,1800,5,Garage,7,202.88
A39906868,40,F,UK,8,0,2,1200,6,Garage,2,209.09
A59046114,75,M,UK,35,4,0,1200,3,Garage,2,214.01
A46136707,22,F,UK,4,0,3,1400,2,Garage,11,202.08
B50119568,51,M,UK,14,0,2,1200,5,Garage,1,216.28
A6090677,22,F,UK,4,0,4,1400,4,Garage,8,218.92
B97585348,80,M,UK,45,0,2,1400,5,Road,8,255.59
A68966504,38,M,UK,13,0,0,1800,6,Road,2,218.59
B18394032,42,F,UK,10,0,3,1800,4,Garage,3,218.68
A58792475,21,F,UK,1,8,1,1200,2,Road,19,222.92
B33991487,62,M,UK,39,0,4,1400,4,Garage,3,245.43
A57094843,60,M,UK,3,0,0,1600,7,Garage,5,194.38
A57960860,32,F,UK,7,0,4,1400,2,Garage,2,212.36
A95509165,77,M,UK,9,0,2,1200,6,Garage,6,222.47
B42996501,38,F,UK,15,0,0,1200,6,Garage,1,192.91
B88910664,66,F,UK,24,4,3,1800,4,Drive,13,258.64
A81405141,61,M,UK,37,0,0,1400,2,Garage,3,195.64
A81893671,54,F,UK,27,0,4,1200,6,Garage,8,246.02
A49460340,32,F,UK,7,0,4,1400,5,Garage,5,226.97
B94590477,63,M,UK,20,8,0,1200,6,Garage,5,233.12
A89369593,75,M,UK,39,0,0,1200,2,Garage,17,208.14
B63261703,63,M,UK,45,0,3,1200,3,Garage,5,233.7
B82060404,50,M,UK,3,0,1,1400,4,Garage,14,201.99
B67864203,46,M,UK,11,0,4,1600,3,Garage,6,232.15
B84208069,78,M,UK,17,8,0,1400,3,Garage,1,221.86
A40390521,78,M,UK,18,0,3,1200,4,Garage,15,239.91
B9787680,51,M,UK,19,8,4,1200,3,Garage,1,258.58
B46512777,29,F,UK,4,0,3,1400,2,Garage,5,199.49
A76500500,65,F,UK,27,0,3,1200,3,Garage,8,228.26
A68813470,25,M,UK,3,0,2,1400,3,Drive,2,201.01
A26110401,69,F,UK,32,0,1,1400,7,Road,6,240.57
A15904233,53,M,UK,1,0,2,1400,2,Garage,1,184.03
A43222971,56,M,UK,22,0,4,1400,5,Road,2,262.21
B20627634,77,F,UK,24,0,3,1400,6,Road,8,258.69
B68390135,73,M,UK,29,0,4,1400,6,Road,10,275.37
A68477740,54,M,UK,25,0,4,2000,7,Garage,8,254.01
B10342921,55,F,UK,14,0,2,1400,5,Garage,7,218.45
B94885823,62,M,UK,7,0,1,1400,5,Garage,1,203.06
B67429897,27,F,UK,7,4,3,1200,5,Road,11,252.98
A82545920,44,M,UK,19,0,0,1200,3,Garage,5,193.93
B65419586,76,F,UK,47,0,3,1400,6,Garage,3,239.96
B90652656,72,F,UK,20,0,4,1400,5,Garage,6,242.66
B92401088,28,M,UK,8,0,0,1400,5,Road,1,207.77
B56685211,47,F,UK,7,0,0,1200,5,Garage,4,188.48
B65266329,57,M,UK,7,0,4,1400,2,Garage,10,227.37
A41552628,78,M,UK,30,8,3,1200,3,Garage,2,256.43
A44183931,74,M,UK,18,0,0,1600,3,Garage,1,195.89
B38618742,24,F,UK,1,0,4,1200,5,Garage,1,205.13
A91936303,66,M,UK,32,0,4,1600,6,Garage,1,248.82
B58421101,70,M,UK,51,0,3,1400,3,Garage,6,237.11
B97044630,45,M,UK,24,0,4,1200,6,Garage,2,242.82
B6494789,29,F,UK,7,0,4,1200,6,Garage,6,228.65
A74920961,51,F,UK,1,0,3,1400,4,Garage,3,200.56
B663493,26,F,UK,8,0,4,1600,4,Garage,5,224.07
B13663943,39,M,UK,4,4,1,1200,6,Road,8,235.47
A78782416,53,M,UK,1,0,1,1600,3,Garage,1,180.1
B11954500,36,M,UK,9,0,0,1800,4,Garage,3,190.61
A7086457,54,M,UK,10,0,2,1400,3,Drive,7,220.8
A39055369,56,M,UK,36,0,3,1400,2,Drive,1,231.13
B32141148,52,F,UK,33,0,0,2200,4,Garage,1,199.35
A80243711,71,M,UK,33,0,4,1200,2,Garage,2,234.37
A34880235,59,M,UK,24,0,3,2000,4,Garage,3,232.93
A95136886,24,M,UK,7,0,3,1600,4,Drive,1,221.16
B53412333,47,F,UK,15,0,1,1400,5,Garage,1,202.95
B9275737,64,M,UK,10,0,4,1400,3,Garage,3,230.96
B4682333,32,M,UK,2,0,2,1600,4,Drive,4,205.84
A97885488,45,M,UK,13,4,4,1200,3,Garage,4,243.6
B47939354,72,M,UK,18,8,3,1400,4,Road,2,276.31
A24210968,20,M,UK,1,8,0,1400,7,Garage,6,203.6
A24584345,71,M,UK,34,0,3,1200,6,Road,1,258.45
B26934871,67,M,UK,35,0,4,1200,6,Road,12,277.02
A76699694,46,M,UK,23,0,0,1600,5,Road,6,224.86
B99957168,25,M,UK,4,0,2,1600,5,Garage,19,216.39
A30577243,74,M,UK,23,8,2,1200,6,Road,3,273.92
B12838741,34,M,UK,16,0,0,1200,3,Garage,9,193.69
A31585497,18,F,UK,1,0,4,1600,6,Road,3,228.3
A37304418,23,M,UK,5,0,3,2000,3,Garage,4,209.81
A69029863,22,M,UK,2,4,4,1600,4,Garage,15,236.98
B98172637,19,F,UK,1,0,1,1200,5,Garage,1,173.27
B43921192,49,M,UK,2,0,2,1200,5,Road,11,228.39
B51295950,28,M,UK,7,8,3,1200,6,Garage,3,246.63
A32652506,73,F,UK,9,8,3,1200,5,Garage,9,254.68
A6594588,67,F,UK,22,0,4,1400,5,Garage,1,238.85
B23970750,70,F,UK,39,0,0,1600,7,Garage,4,211.33
A73985678,34,F,UK,12,0,1,1800,4,Road,10,224.05
A21860861,46,M,UK,2,0,2,1400,4,Garage,1,197.68
A8556523,75,M,UK,27,0,1,1200,4,Garage,1,211.64
A63841094,51,M,UK,8,0,3,1200,5,Drive,15,241
A84602876,67,M,UK,9,0,0,1400,6,Garage,1,198.13
B67522331,71,F,UK,12,0,1,1200,2,Garage,8,197.07
A32060541,77,M,UK,19,0,4,1200,3,Garage,5,238.4
B19934407,52,F,UK,3,0,1,1200,2,Garage,12,186.69
B12023730,53,M,UK,28,0,3,1200,6,Drive,13,252.16
A73961187,20,M,UK,3,8,3,1200,2,Garage,18,234.51
B42784572,53,F,UK,11,0,2,1800,3,Drive,5,217.07
B38862413,50,M,UK,27,0,1,1600,3,Road,3,227.6
B30455217,56,F,UK,3,0,0,1400,3,Garage,2,175.46
B84675530,66,F,UK,8,0,1,1200,5,Garage,5,203.06
A47197830,24,M,UK,5,0,3,1600,2,Garage,2,202.03
A31081234,39,M,UK,10,0,4,1600,7,Road,3,258.96
B27429249,60,F,UK,21,0,2,1200,6,Garage,1,219.25
A76964866,20,M,UK,2,0,3,1200,2,Garage,1,191
B87360060,27,F,UK,6,0,0,1200,2,Drive,1,176.19
A46983322,27,F,UK,6,4,0,1200,5,Garage,19,208.14
A6893131,50,F,UK,3,0,4,1200,2,Garage,2,208.38
A24971020,66,F,UK,17,4,2,1200,4,Road,3,247.85
A31964281,44,F,UK,5,0,3,1200,4,Garage,1,209.88
B37825609,52,F,UK,30,8,3,1200,2,Garage,2,243.78
B32553313,36,M,UK,19,0,0,1200,4,Garage,3,194.56
B60181834,59,M,UK,40,0,4,1400,6,Garage,6,253.04
B81282507,78,M,UK,38,0,1,1200,3,Garage,13,220.45
A1299890,35,F,UK,18,0,4,1400,4,Garage,7,233.87
B31094548,21,F,UK,4,0,1,1400,6,Garage,9,194.76
A91927174,43,M,UK,6,8,2,1400,3,Garage,5,231.96
B66068628,54,M,UK,16,8,1,1400,4,Garage,5,235.46
B47427923,69,M,UK,18,0,0,1200,5,Garage,1,200.71
A45412328,34,M,UK,16,0,4,1400,5,Garage,1,234.87
B80610123,43,M,UK,3,0,4,1200,3,Road,16,247.78
B90960181,58,M,UK,39,0,2,1600,4,Garage,2,224.76
A87770573,35,F,UK,10,0,2,1200,2,Garage,5,197.56
B8514435,20,F,UK,2,0,1,1200,5,Garage,6,183.22
B67012344,24,F,UK,5,0,2,1800,6,Garage,14,212.87
B63895136,44,M,UK,20,0,0,1800,5,Garage,1,199.98
B26317597,25,F,UK,5,0,2,1200,4,Garage,3,196.96
A20425598,32,F,UK,11,0,1,1400,7,Garage,4,204.28
A73694559,41,F,UK,23,0,2,1200,6,Road,2,237.73
A47887717,22,M,UK,3,0,1,1400,5,Road,3,209.6
A82643468,37,F,UK,4,0,1,1800,7,Garage,2,197
B50553071,69,F,UK,52,8,1,1200,2,Road,1,249.64
A68124515,33,F,UK,16,0,0,1400,7,Garage,3,196.72
A76989546,52,F,UK,10,0,4,1400,2,Road,1,238.29
A55915822,36,F,UK,8,0,4,1400,5,Road,1,245.78
A21942219,73,F,UK,20,0,1,1800,4,Garage,2,207.85
B71855259,44,F,UK,11,0,1,1200,2,Garage,6,190.95
A80919415,57,M,UK,7,0,4,1200,5,Garage,2,232.42
A19763809,22,M,UK,4,0,1,1200,5,Garage,12,198.33
B43542531,46,M,UK,28,4,2,1200,2,Garage,1,222.11
A52623232,43,F,UK,19,0,1,1400,6,Road,16,238.56
B61926311,73,F,UK,16,0,0,1600,4,Garage,4,197.08
B73970882,38,M,UK,2,0,4,1600,7,Garage,16,236.28
B36079553,42,M,UK,8,0,0,1200,2,Road,15,209.23
A32639031,19,F,UK,2,0,1,2000,8,Road,4,210.03
A85508841,37,M,UK,4,0,2,1200,5,Garage,15,214.89
A21711892,43,M,UK,19,0,0,1200,4,Drive,7,207.18
B16409789,34,M,UK,13,0,2,1200,3,Road,17,238.43
A45207174,70,M,UK,9,0,2,1200,6,Garage,3,219.31
B44676275,56,M,UK,2,0,0,1200,2,Drive,1,177.24
A45569794,47,F,UK,21,0,2,1400,5,Road,15,246.84
A49938667,79,F,UK,56,0,1,1400,6,Garage,8,225.67
B78098168,59,F,UK,28,4,3,1200,6,Garage,16,256.75
B67167353,53,F,UK,34,0,3,1200,3,Garage,3,224.47
A77326053,36,F,UK,18,0,2,1600,5,Garage,1,212.94
B42719342,67,M,UK,45,0,4,1400,4,Garage,3,247.2
A4885563,61,M,UK,25,0,1,1600,7,Garage,12,227.07
A55735879,67,F,UK,11,0,4,1600,3,Garage,1,227.16
A12307821,68,M,UK,17,0,3,1400,6,Road,10,260.53
B12038509,65,M,UK,14,0,3,1200,4,Garage,18,238.84
